building_id,vegetation_presence,solar_panel_presence,facade_material,roof_type,window_wall_ratio,surrounding_green_space,green_certification,solar_installation,green_roof,year_built,insulation_type,hvac_type,building_function,energy_consumption_sqft,carbon_emission_tons,rainwater_harvesting,smart_systems,Environment Design,energy_efficiency_score
38992,0,1,wood,flat,0.61,0.04,,1,0,2000,none,conventional,commercial,68.51,30.54,1,0,Non-Green,D
38993,1,1,bamboo,flat,0.52,0.6,BREEAM,1,1,1967,standard,conventional,residential,25.89,11.89,0,0,Green,D
38994,1,0,glass,flat,0.4,0.64,LEED,0,0,2001,eco,conventional,institutional,5.73,2.27,1,0,Green,A
38995,1,1,bamboo,flat,0.53,0.73,BREEAM,1,0,1989,none,conventional,commercial,60.86,28.37,0,0,Non-Green,D
38996,1,0,wood,flat,0.89,0.41,GreenMark,0,0,2005,eco,renewable,institutional,5.0,1.0,0,1,Green,B
38997,1,1,steel,green,0.72,0.7,BREEAM,1,0,2005,standard,renewable,institutional,10.14,4.01,0,0,Green,C
38998,1,1,bamboo,green,0.88,0.72,GreenMark,1,1,2009,none,conventional,residential,5.0,1.49,0,1,Green,A
38999,0,0,steel,flat,0.82,0.24,,0,1,1972,eco,renewable,institutional,14.3,6.86,0,0,Green,B
39000,1,1,recycled,flat,0.46,0.66,BREEAM,1,0,1997,none,conventional,institutional,15.46,6.28,0,0,Non-Green,B
39001,0,0,wood,flat,0.74,0.37,BREEAM,0,0,1970,eco,conventional,industrial,25.82,11.76,1,1,Non-Green,C
39002,0,0,bamboo,flat,0.83,0.56,,0,0,1970,eco,renewable,commercial,17.31,8.33,0,0,Non-Green,D
39003,0,1,concrete,flat,0.7,0.66,GreenMark,1,0,1974,none,renewable,institutional,39.27,17.76,0,1,Green,E
39004,1,0,bamboo,green,0.44,0.48,LEED,0,0,1964,none,conventional,residential,5.0,1.53,0,0,Non-Green,B
39005,1,0,concrete,flat,0.54,0.31,LEED,0,0,2017,standard,renewable,residential,22.27,10.88,0,0,Green,E
39006,1,0,steel,green,0.44,0.18,,0,0,1978,standard,conventional,residential,26.95,11.9,0,1,Green,A
39007,0,0,bamboo,flat,0.2,0.72,GreenMark,0,0,1984,none,conventional,commercial,26.48,11.57,0,0,Non-Green,B
39008,1,1,glass,green,0.53,0.34,BREEAM,1,0,2010,none,renewable,commercial,22.8,10.49,0,1,Non-Green,D
39009,0,1,concrete,green,0.41,0.78,GreenMark,1,1,1988,eco,conventional,residential,18.48,7.68,0,1,Non-Green,C
39010,1,0,steel,green,0.72,0.65,LEED,0,0,2020,none,renewable,commercial,18.4,8.87,0,0,Green,C
39011,1,0,bamboo,green,0.7,0.13,GreenMark,0,0,2020,eco,conventional,commercial,20.5,9.88,0,0,Non-Green,C
39012,0,0,glass,green,0.47,0.59,LEED,0,0,2006,eco,conventional,institutional,5.0,1.0,0,0,Non-Green,A
39013,0,0,concrete,flat,0.27,0.76,LEED,0,0,2006,none,conventional,industrial,64.54,29.41,0,1,Green,D
39014,1,0,glass,green,0.5,0.2,GreenMark,0,1,1974,none,renewable,commercial,7.59,3.6,0,1,Non-Green,A
39015,0,0,concrete,flat,0.83,0.51,BREEAM,0,1,1975,standard,renewable,industrial,31.35,14.02,0,1,Green,E
39016,0,0,bamboo,green,0.35,0.18,LEED,0,0,1964,eco,renewable,industrial,6.74,3.31,0,1,Non-Green,C
39017,1,0,steel,green,0.52,0.41,BREEAM,0,0,2012,eco,renewable,residential,10.04,3.73,1,1,Green,C
39018,1,1,glass,flat,0.85,0.54,GreenMark,1,1,1996,eco,conventional,institutional,5.0,1.31,0,1,Non-Green,A
39019,0,1,bamboo,green,0.7,0.5,BREEAM,1,0,1994,standard,conventional,residential,10.44,5.09,1,1,Green,B
39020,0,1,concrete,flat,0.74,0.06,,1,1,1977,standard,conventional,residential,49.55,23.08,0,1,Green,C
39021,0,0,concrete,green,0.35,0.08,BREEAM,0,0,1980,standard,conventional,residential,34.77,16.39,1,0,Green,D
39022,0,1,recycled,flat,0.85,0.79,,1,0,1966,eco,conventional,commercial,48.37,21.48,0,0,Green,D
39023,0,1,recycled,flat,0.3,0.35,LEED,1,1,1969,standard,renewable,commercial,13.57,5.98,1,0,Non-Green,C
39024,1,1,wood,green,0.77,0.45,,1,0,1969,none,renewable,residential,11.87,5.32,0,0,Green,B
39025,1,0,recycled,green,0.4,0.49,LEED,0,0,1984,eco,conventional,commercial,8.83,3.73,1,1,Non-Green,B
39026,0,0,glass,green,0.85,0.66,LEED,0,0,2017,standard,conventional,institutional,18.58,8.01,0,0,Green,C
39027,0,0,steel,flat,0.6,0.14,,0,1,2016,standard,renewable,institutional,16.48,7.99,0,1,Non-Green,B
39028,1,0,bamboo,flat,0.37,0.01,BREEAM,0,0,1990,eco,conventional,institutional,16.7,6.72,0,0,Non-Green,C
39029,0,1,bamboo,green,0.39,0.69,LEED,1,0,2012,standard,conventional,commercial,5.0,1.0,0,0,Green,A
39030,1,0,wood,flat,0.73,0.13,GreenMark,0,0,1965,standard,conventional,industrial,37.23,17.69,0,0,Non-Green,C
39031,1,0,recycled,green,0.35,0.65,LEED,0,0,2004,eco,conventional,commercial,8.4,3.21,0,1,Non-Green,C
39032,1,0,recycled,green,0.53,0.36,GreenMark,0,1,2011,none,conventional,industrial,10.55,4.74,0,1,Non-Green,A
39033,1,0,wood,green,0.62,0.21,LEED,0,1,1999,eco,renewable,institutional,8.02,4.52,0,0,Green,D
39034,1,1,wood,flat,0.38,0.62,LEED,1,0,1970,standard,conventional,industrial,15.22,6.72,1,0,Non-Green,B
39035,1,0,recycled,green,0.77,0.34,GreenMark,0,0,2017,eco,conventional,commercial,23.49,10.46,1,1,Green,C
39036,0,0,recycled,green,0.47,0.66,,0,0,1977,eco,conventional,commercial,28.77,12.76,0,0,Non-Green,C
39037,0,0,bamboo,flat,0.31,0.16,,0,0,2005,eco,conventional,industrial,26.83,12.02,0,0,Green,B
39038,0,0,recycled,green,0.63,0.24,GreenMark,0,1,1977,eco,renewable,industrial,5.0,2.54,0,0,Non-Green,C
39039,0,1,concrete,flat,0.26,0.23,LEED,1,0,1995,eco,conventional,residential,14.78,5.81,0,0,Non-Green,B
39040,0,1,recycled,green,0.46,0.05,,1,1,1970,eco,conventional,residential,5.02,2.34,1,1,Green,B
39041,1,0,glass,flat,0.65,0.73,LEED,0,0,1981,none,conventional,residential,16.36,7.64,1,0,Non-Green,B
39042,0,1,steel,green,0.4,0.66,,1,1,1974,standard,conventional,commercial,20.98,10.44,0,0,Non-Green,A
39043,1,0,wood,green,0.4,0.65,,0,0,1961,eco,conventional,institutional,5.0,1.01,0,0,Green,A
39044,1,1,wood,flat,0.2,0.79,GreenMark,1,1,1995,standard,renewable,commercial,12.29,5.61,0,1,Non-Green,C
39045,0,1,steel,green,0.86,0.73,BREEAM,1,0,1990,none,renewable,residential,20.44,8.48,0,0,Green,D
39046,1,1,steel,flat,0.37,0.79,BREEAM,1,1,1998,eco,renewable,industrial,11.42,5.52,0,0,Non-Green,C
39047,1,0,bamboo,green,0.45,0.54,BREEAM,0,0,1990,eco,conventional,industrial,23.49,10.35,0,0,Non-Green,C
39048,1,0,steel,green,0.6,0.52,,0,0,2020,eco,renewable,industrial,18.01,7.95,1,0,Green,C
39049,1,1,glass,flat,0.61,0.36,LEED,1,1,2011,none,conventional,industrial,53.3,23.7,0,1,Non-Green,C
39050,0,1,bamboo,flat,0.25,0.07,,1,1,2002,none,conventional,industrial,109.03,49.02,1,1,Non-Green,D
39051,1,0,steel,flat,0.43,0.06,LEED,0,0,1988,eco,renewable,residential,5.0,1.0,0,1,Green,A
39052,1,0,steel,green,0.78,0.48,,0,0,1977,eco,renewable,institutional,16.26,6.72,0,0,Green,C
39053,0,0,wood,flat,0.55,0.74,BREEAM,0,0,2009,none,renewable,institutional,20.03,9.8,0,0,Green,D
39054,1,1,glass,green,0.61,0.01,GreenMark,1,0,1985,eco,conventional,industrial,9.39,5.08,1,1,Non-Green,B
39055,1,0,steel,flat,0.75,0.61,GreenMark,0,0,1960,none,renewable,institutional,21.42,9.18,0,0,Non-Green,C
39056,0,1,bamboo,green,0.37,0.17,BREEAM,1,1,1963,none,conventional,commercial,21.13,10.36,0,0,Non-Green,B
39057,0,1,concrete,green,0.76,0.21,,1,0,2020,eco,renewable,commercial,15.71,7.97,0,0,Non-Green,C
39058,1,0,concrete,green,0.6,0.61,GreenMark,0,0,1983,eco,conventional,commercial,17.27,8.32,1,0,Non-Green,C
39059,0,0,bamboo,flat,0.8,0.66,GreenMark,0,1,1970,none,conventional,commercial,36.15,16.39,0,0,Green,C
39060,0,1,concrete,flat,0.41,0.09,BREEAM,1,1,2023,standard,conventional,industrial,40.77,17.86,0,1,Non-Green,C
39061,1,0,steel,flat,0.28,0.67,,0,1,1991,eco,conventional,residential,13.97,5.59,0,0,Green,A
39062,1,0,wood,green,0.52,0.66,,0,0,2017,none,conventional,industrial,121.39,55.26,1,1,Non-Green,E
39063,1,0,glass,flat,0.86,0.17,LEED,0,0,2020,standard,conventional,industrial,20.12,8.98,0,1,Non-Green,B
39064,1,0,concrete,flat,0.78,0.74,,0,0,1967,none,renewable,industrial,63.52,28.1,0,0,Non-Green,E
39065,1,0,bamboo,flat,0.59,0.26,LEED,0,0,1969,eco,renewable,residential,5.0,1.0,0,1,Green,A
39066,0,1,steel,flat,0.66,0.65,GreenMark,1,0,1963,none,conventional,institutional,28.89,12.91,0,0,Green,B
39067,0,1,concrete,green,0.77,0.36,,1,0,2021,standard,conventional,industrial,97.83,44.93,0,1,Non-Green,E
39068,1,1,steel,green,0.5,0.58,GreenMark,1,0,2009,standard,conventional,commercial,34.53,15.75,0,1,Non-Green,C
39069,0,0,bamboo,flat,0.25,0.47,LEED,0,0,1973,standard,conventional,industrial,45.57,20.06,0,0,Green,D
39070,1,0,glass,green,0.72,0.62,,0,1,1969,none,renewable,residential,38.62,17.9,0,1,Green,D
39071,1,0,wood,flat,0.42,0.78,,0,1,2003,standard,conventional,residential,35.91,16.97,0,1,Green,B
39072,0,0,recycled,green,0.38,0.62,GreenMark,0,1,1985,standard,conventional,industrial,26.95,12.88,1,1,Green,B
39073,1,0,glass,green,0.81,0.25,LEED,0,0,1963,none,conventional,industrial,21.48,9.27,0,0,Non-Green,A
39074,0,0,wood,flat,0.49,0.11,LEED,0,0,1989,standard,renewable,commercial,9.66,5.0,0,1,Green,C
39075,1,0,concrete,green,0.76,0.65,BREEAM,0,0,1988,eco,renewable,commercial,5.0,1.01,0,0,Non-Green,A
39076,1,0,bamboo,flat,0.55,0.42,GreenMark,0,0,1989,eco,conventional,commercial,22.07,9.39,0,0,Non-Green,C
39077,0,0,wood,flat,0.37,0.68,,0,0,1998,standard,conventional,institutional,30.34,13.0,1,1,Non-Green,B
39078,1,0,wood,green,0.23,0.26,BREEAM,0,0,2000,standard,renewable,institutional,13.54,5.27,0,0,Green,C
39079,1,0,wood,green,0.36,0.44,GreenMark,0,0,1987,standard,conventional,commercial,44.39,20.42,0,1,Non-Green,D
39080,0,1,steel,green,0.21,0.36,LEED,1,1,1976,none,conventional,residential,12.99,5.16,1,1,Green,B
39081,1,0,wood,green,0.72,0.75,,0,1,1996,eco,conventional,industrial,12.7,6.4,1,0,Non-Green,B
39082,1,0,bamboo,flat,0.31,0.74,GreenMark,0,0,1960,none,conventional,commercial,52.35,22.9,0,1,Non-Green,C
39083,0,0,concrete,green,0.3,0.6,,0,0,2002,standard,conventional,industrial,43.48,20.64,0,0,Non-Green,B
39084,0,0,steel,green,0.51,0.67,GreenMark,0,0,1979,eco,conventional,industrial,5.0,2.07,0,0,Green,A
39085,0,1,bamboo,green,0.35,0.4,LEED,1,1,1966,eco,renewable,institutional,5.0,1.0,1,1,Green,A
39086,1,0,concrete,flat,0.46,0.47,,0,0,1987,none,renewable,residential,33.94,15.24,0,0,Green,D
39087,1,1,bamboo,green,0.26,0.72,GreenMark,1,0,1987,standard,renewable,institutional,5.0,2.43,0,0,Green,B
39088,0,0,concrete,flat,0.31,0.16,GreenMark,0,0,1960,eco,renewable,commercial,5.94,3.47,0,0,Green,C
39089,1,0,bamboo,flat,0.78,0.16,,0,1,1994,eco,renewable,residential,14.3,5.68,0,1,Green,C
39090,0,1,concrete,flat,0.52,0.08,,1,0,2004,standard,renewable,institutional,41.13,18.05,1,0,Green,E
39091,0,1,recycled,green,0.89,0.13,LEED,1,1,1988,eco,renewable,commercial,5.0,2.32,1,0,Green,C
39092,1,0,recycled,flat,0.52,0.01,LEED,0,0,1970,none,conventional,commercial,27.59,12.08,1,0,Non-Green,B
39093,0,1,recycled,flat,0.58,0.33,GreenMark,1,0,1972,none,renewable,residential,31.82,15.07,1,0,Green,E
39094,1,0,wood,green,0.46,0.69,,0,0,1981,standard,renewable,institutional,16.15,6.5,1,1,Green,B
39095,1,0,bamboo,flat,0.81,0.23,BREEAM,0,0,1986,eco,renewable,institutional,9.0,4.88,1,0,Green,D
39096,0,1,glass,flat,0.28,0.02,LEED,1,0,1992,eco,renewable,institutional,5.0,1.0,0,1,Non-Green,A
39097,0,1,wood,green,0.54,0.49,,1,0,2019,standard,conventional,industrial,49.64,22.07,0,0,Green,B
39098,1,0,glass,flat,0.3,0.13,LEED,0,0,2006,standard,conventional,industrial,49.0,23.15,0,0,Non-Green,D
39099,1,1,glass,flat,0.34,0.32,,1,0,1991,standard,renewable,industrial,19.81,8.32,0,1,Green,A
39100,1,0,concrete,green,0.5,0.25,GreenMark,0,0,1988,eco,conventional,residential,5.0,1.27,0,0,Non-Green,B
39101,1,0,wood,green,0.75,0.38,GreenMark,0,0,2016,eco,conventional,institutional,11.21,4.44,1,1,Non-Green,C
39102,1,1,steel,green,0.49,0.74,GreenMark,1,0,1988,none,renewable,commercial,11.26,5.17,0,0,Non-Green,A
39103,1,0,bamboo,green,0.47,0.19,LEED,0,0,1991,none,renewable,industrial,18.58,9.25,0,0,Non-Green,D
39104,0,0,bamboo,green,0.45,0.71,,0,0,2012,eco,conventional,industrial,10.74,4.81,1,0,Non-Green,A
39105,1,0,concrete,green,0.46,0.5,GreenMark,0,0,2003,standard,conventional,industrial,6.72,2.65,0,1,Non-Green,A
39106,1,1,steel,green,0.44,0.05,LEED,1,0,2006,eco,conventional,industrial,16.53,7.45,1,1,Non-Green,C
39107,1,0,glass,flat,0.26,0.51,GreenMark,0,0,1993,none,renewable,residential,22.13,9.33,1,0,Green,C
39108,1,0,concrete,green,0.86,0.01,,0,0,1965,standard,renewable,residential,30.36,13.34,1,1,Green,D
39109,0,0,bamboo,flat,0.45,0.78,GreenMark,0,1,1977,none,conventional,commercial,19.62,9.6,1,1,Green,B
39110,1,1,bamboo,green,0.31,0.11,BREEAM,1,0,2016,none,conventional,commercial,32.11,15.42,0,0,Green,C
39111,0,1,wood,flat,0.33,0.47,LEED,1,0,1963,standard,conventional,institutional,47.05,21.64,0,0,Green,E
39112,0,1,bamboo,green,0.31,0.51,LEED,1,1,2009,standard,renewable,commercial,7.7,3.13,1,1,Non-Green,C
39113,0,1,concrete,flat,0.69,0.25,BREEAM,1,1,1992,none,conventional,institutional,42.3,18.58,0,1,Green,C
39114,1,0,bamboo,green,0.71,0.14,GreenMark,0,0,1964,standard,conventional,commercial,21.35,9.05,0,0,Green,C
39115,1,0,glass,flat,0.33,0.72,,0,1,2022,standard,renewable,commercial,33.71,16.11,0,1,Non-Green,D
39116,1,0,steel,green,0.22,0.35,,0,0,1988,none,conventional,institutional,37.5,16.49,0,1,Green,B
39117,0,0,recycled,flat,0.88,0.03,BREEAM,0,0,1972,eco,conventional,industrial,8.83,4.4,1,1,Non-Green,B
39118,0,0,recycled,green,0.33,0.72,LEED,0,0,2019,eco,renewable,industrial,8.08,2.91,0,1,Green,C
39119,1,1,wood,flat,0.57,0.21,BREEAM,1,0,2006,eco,renewable,commercial,9.51,4.33,1,0,Non-Green,C
39120,1,0,bamboo,flat,0.85,0.29,BREEAM,0,0,1994,standard,renewable,residential,9.47,4.94,0,0,Non-Green,D
39121,0,0,recycled,green,0.7,0.27,LEED,0,1,1972,eco,renewable,industrial,14.4,5.65,0,0,Non-Green,D
39122,0,0,wood,flat,0.65,0.48,LEED,0,0,2014,eco,conventional,residential,16.22,7.91,1,0,Non-Green,D
39123,1,0,recycled,flat,0.54,0.17,LEED,0,1,1977,eco,renewable,institutional,7.87,3.99,0,1,Green,D
39124,0,0,wood,flat,0.76,0.38,,0,0,1980,standard,conventional,industrial,51.11,23.18,1,0,Green,C
39125,0,1,steel,flat,0.87,0.06,LEED,1,1,2020,eco,conventional,institutional,14.32,7.37,1,1,Non-Green,B
39126,1,0,recycled,green,0.57,0.32,LEED,0,1,2014,eco,conventional,industrial,5.0,1.0,0,1,Non-Green,A
39127,0,0,glass,green,0.44,0.8,BREEAM,0,1,2007,standard,conventional,residential,26.71,12.23,0,0,Green,C
39128,1,1,wood,flat,0.34,0.65,GreenMark,1,1,2003,standard,conventional,industrial,23.08,10.76,1,1,Green,B
39129,1,0,glass,green,0.57,0.3,,0,0,1960,eco,conventional,industrial,32.43,14.85,0,1,Non-Green,A
39130,0,1,concrete,flat,0.44,0.31,GreenMark,1,0,1999,none,conventional,commercial,74.65,33.08,0,1,Non-Green,D
39131,1,0,steel,green,0.28,0.55,LEED,0,0,1994,standard,renewable,residential,7.49,3.42,0,1,Green,B
39132,1,1,recycled,green,0.52,0.03,BREEAM,1,0,2018,eco,conventional,industrial,10.6,4.36,0,1,Non-Green,C
39133,1,0,concrete,flat,0.63,0.61,,0,1,1989,none,renewable,residential,15.18,7.78,0,0,Green,B
39134,0,0,glass,flat,0.53,0.25,LEED,0,0,2014,eco,renewable,residential,5.0,1.0,1,1,Green,A
39135,1,0,bamboo,flat,0.45,0.29,LEED,0,0,2012,none,renewable,institutional,5.73,3.34,0,0,Non-Green,B
39136,1,0,wood,green,0.7,0.77,,0,0,2012,eco,renewable,commercial,12.75,5.26,1,0,Green,B
39137,1,1,steel,green,0.33,0.35,LEED,1,0,1979,standard,conventional,residential,5.0,1.0,1,1,Non-Green,A
39138,0,0,bamboo,green,0.69,0.75,,0,1,2002,none,renewable,industrial,39.59,18.48,0,0,Green,D
39139,1,0,concrete,green,0.39,0.79,LEED,0,0,2022,eco,conventional,industrial,22.89,10.81,0,1,Green,D
39140,0,0,glass,flat,0.84,0.36,GreenMark,0,1,2012,eco,conventional,institutional,28.6,12.44,1,1,Non-Green,D
39141,0,0,steel,flat,0.5,0.15,GreenMark,0,0,2011,standard,conventional,institutional,22.63,9.77,1,1,Green,B
39142,1,0,concrete,green,0.39,0.11,LEED,0,0,1969,standard,conventional,commercial,42.38,18.73,0,0,Green,D
39143,1,0,recycled,green,0.46,0.56,LEED,0,0,2006,standard,conventional,institutional,31.55,13.78,1,1,Non-Green,D
39144,0,0,glass,green,0.58,0.56,GreenMark,0,0,2011,standard,renewable,industrial,6.18,3.09,1,1,Non-Green,A
39145,1,0,glass,green,0.76,0.59,,0,0,2022,none,renewable,institutional,13.15,5.16,0,0,Green,A
39146,1,1,wood,green,0.39,0.17,GreenMark,1,0,2014,none,conventional,residential,77.05,34.3,1,0,Non-Green,E
39147,1,0,steel,green,0.57,0.59,GreenMark,0,0,2004,standard,conventional,institutional,45.04,21.15,1,1,Non-Green,D
39148,1,0,wood,green,0.24,0.3,GreenMark,0,0,1996,eco,conventional,industrial,5.0,2.86,0,0,Non-Green,A
39149,1,0,steel,green,0.82,0.12,BREEAM,0,0,2007,standard,renewable,industrial,18.7,7.74,0,1,Non-Green,C
39150,1,1,concrete,flat,0.72,0.79,LEED,1,1,2021,eco,conventional,commercial,12.3,6.11,0,0,Non-Green,B
39151,1,0,recycled,flat,0.5,0.62,LEED,0,0,1995,eco,renewable,residential,5.0,1.22,1,0,Green,C
39152,0,0,steel,flat,0.72,0.4,,0,0,2002,none,conventional,industrial,132.72,60.03,0,0,Green,E
39153,1,0,steel,flat,0.88,0.23,,0,0,1968,eco,conventional,residential,27.17,11.94,0,0,Non-Green,B
39154,1,0,bamboo,flat,0.36,0.08,GreenMark,0,1,1967,eco,conventional,commercial,19.88,8.82,0,0,Non-Green,C
39155,0,0,steel,flat,0.51,0.65,LEED,0,0,1997,standard,renewable,industrial,10.06,4.96,0,1,Non-Green,B
39156,0,1,steel,flat,0.79,0.14,GreenMark,1,1,2020,none,renewable,industrial,35.27,15.86,0,0,Non-Green,D
39157,0,0,concrete,flat,0.67,0.29,,0,1,1980,standard,conventional,industrial,67.05,30.42,1,0,Non-Green,D
39158,1,0,glass,green,0.66,0.26,BREEAM,0,0,1979,none,conventional,residential,45.1,20.85,0,0,Green,D
39159,1,1,wood,green,0.8,0.08,GreenMark,1,0,1972,none,renewable,institutional,33.93,15.7,0,0,Green,E
39160,1,0,recycled,green,0.76,0.04,,0,0,1969,none,renewable,industrial,37.92,16.97,0,0,Non-Green,D
39161,0,0,wood,green,0.7,0.58,GreenMark,0,0,2001,eco,conventional,institutional,6.49,2.34,0,1,Green,A
39162,1,0,concrete,flat,0.38,0.6,GreenMark,0,0,2015,standard,conventional,industrial,47.33,21.34,0,1,Green,D
39163,0,1,bamboo,flat,0.65,0.44,,1,0,2022,none,conventional,commercial,118.51,53.98,0,1,Green,E
39164,0,0,glass,green,0.27,0.41,BREEAM,0,1,1999,none,conventional,residential,20.91,10.19,0,0,Green,C
39165,0,0,recycled,green,0.34,0.56,,0,0,2019,standard,conventional,institutional,24.71,12.11,0,0,Non-Green,C
39166,1,0,steel,flat,0.63,0.3,BREEAM,0,0,1967,none,conventional,institutional,39.8,18.84,0,1,Green,C
39167,0,0,recycled,green,0.71,0.56,,0,1,2006,none,conventional,industrial,88.19,40.87,1,0,Non-Green,D
39168,1,0,recycled,green,0.31,0.33,BREEAM,0,0,1999,standard,renewable,commercial,15.05,7.45,0,0,Green,D
39169,0,1,wood,flat,0.75,0.34,,1,0,2017,standard,conventional,institutional,66.34,29.42,1,0,Non-Green,D
39170,0,0,bamboo,flat,0.88,0.21,BREEAM,0,1,2000,eco,conventional,industrial,42.05,19.75,0,0,Non-Green,E
39171,0,1,glass,green,0.78,0.21,BREEAM,1,0,2023,standard,renewable,industrial,7.9,4.15,1,0,Green,B
39172,1,0,bamboo,green,0.59,0.1,,0,0,1987,standard,conventional,residential,6.3,2.66,0,1,Non-Green,A
39173,1,1,concrete,flat,0.71,0.31,GreenMark,1,1,1976,standard,conventional,institutional,14.79,6.65,1,1,Non-Green,B
39174,0,1,concrete,flat,0.9,0.73,,1,0,2012,standard,conventional,institutional,75.46,33.69,0,1,Green,D
39175,0,0,steel,flat,0.27,0.11,LEED,0,0,1964,standard,conventional,commercial,13.44,6.6,0,1,Green,B
39176,0,0,recycled,flat,0.69,0.1,BREEAM,0,0,1994,standard,conventional,institutional,13.27,6.06,0,0,Non-Green,B
39177,0,1,wood,flat,0.22,0.16,GreenMark,1,1,2011,standard,renewable,industrial,19.34,9.5,1,0,Non-Green,D
39178,0,0,steel,flat,0.42,0.71,BREEAM,0,0,1995,none,conventional,commercial,45.07,20.33,0,0,Non-Green,C
39179,0,0,steel,green,0.48,0.09,,0,0,2016,standard,conventional,residential,34.64,15.56,0,0,Green,C
39180,0,1,concrete,green,0.69,0.5,,1,0,1965,none,renewable,commercial,29.68,12.86,0,0,Non-Green,B
39181,1,0,concrete,green,0.76,0.66,LEED,0,1,1994,eco,renewable,industrial,5.0,1.0,1,0,Non-Green,A
39182,1,0,concrete,flat,0.32,0.22,,0,0,1997,standard,renewable,commercial,20.18,9.54,0,1,Green,B
39183,1,1,bamboo,flat,0.82,0.5,LEED,1,0,1972,none,renewable,residential,8.06,2.84,0,1,Non-Green,B
39184,0,0,wood,flat,0.44,0.19,BREEAM,0,0,2002,eco,renewable,industrial,15.4,7.09,0,0,Non-Green,D
39185,1,0,glass,flat,0.39,0.52,,0,0,2020,standard,conventional,commercial,73.01,33.57,0,1,Non-Green,D
39186,1,0,glass,green,0.34,0.69,,0,0,1969,none,conventional,industrial,98.83,44.73,1,1,Green,D
39187,1,0,steel,flat,0.48,0.57,LEED,0,1,2010,eco,conventional,institutional,12.08,6.14,0,1,Green,C
39188,1,1,concrete,flat,0.39,0.42,,1,0,2008,eco,conventional,residential,10.92,5.17,0,0,Non-Green,A
39189,0,1,steel,flat,0.22,0.26,BREEAM,1,0,1966,none,conventional,residential,40.27,18.38,0,0,Green,C
39190,0,0,concrete,flat,0.55,0.55,LEED,0,1,1962,standard,conventional,institutional,18.5,7.71,0,1,Green,C
39191,0,1,glass,green,0.35,0.12,GreenMark,1,1,1995,none,renewable,residential,26.05,11.43,0,0,Green,D
39192,1,0,steel,flat,0.42,0.39,BREEAM,0,0,2016,none,conventional,residential,60.13,27.53,0,1,Green,D
39193,1,1,steel,green,0.28,0.1,,1,0,1993,eco,renewable,institutional,5.0,1.85,0,0,Non-Green,A
39194,1,0,concrete,green,0.38,0.38,LEED,0,0,2010,eco,conventional,commercial,5.0,1.08,0,1,Non-Green,B
39195,0,0,steel,flat,0.22,0.02,GreenMark,0,0,2009,standard,renewable,residential,23.15,9.91,0,0,Green,D
39196,0,0,glass,green,0.49,0.68,GreenMark,0,0,2019,none,conventional,commercial,49.07,23.0,0,1,Non-Green,C
39197,0,0,glass,green,0.22,0.61,,0,0,2006,eco,renewable,industrial,10.99,5.25,0,0,Green,A
39198,0,0,steel,green,0.36,0.76,GreenMark,0,0,2012,standard,conventional,residential,10.32,4.76,0,0,Green,B
39199,1,0,glass,green,0.23,0.63,,0,0,1989,none,conventional,industrial,70.11,32.41,0,0,Non-Green,C
39200,1,1,recycled,green,0.44,0.77,LEED,1,0,2023,none,renewable,industrial,11.74,6.01,0,1,Green,C
39201,0,1,bamboo,flat,0.62,0.01,BREEAM,1,1,2007,standard,renewable,institutional,10.58,5.14,0,0,Non-Green,C
39202,1,1,wood,green,0.41,0.75,BREEAM,1,0,1981,standard,conventional,institutional,37.14,16.59,0,1,Green,D
39203,0,0,glass,green,0.28,0.78,LEED,0,0,1985,standard,conventional,residential,17.08,6.93,1,0,Green,B
39204,1,0,wood,flat,0.41,0.63,LEED,0,0,1961,none,conventional,industrial,77.82,34.51,0,1,Non-Green,E
39205,1,0,steel,green,0.42,0.74,,0,0,1979,none,renewable,residential,23.11,9.82,1,0,Non-Green,B
39206,1,0,wood,green,0.35,0.34,,0,0,2005,standard,conventional,residential,32.22,14.26,0,0,Green,B
39207,1,0,concrete,flat,0.26,0.7,,0,0,2000,eco,renewable,commercial,5.0,2.38,0,1,Non-Green,A
39208,1,0,glass,flat,0.82,0.22,,0,1,2014,standard,conventional,residential,26.55,12.95,0,0,Green,B
39209,0,0,wood,flat,0.41,0.02,LEED,0,0,1974,standard,renewable,industrial,23.68,11.63,0,0,Non-Green,E
39210,0,1,recycled,green,0.7,0.41,GreenMark,1,1,1964,none,renewable,institutional,10.17,5.35,0,0,Green,B
39211,1,1,concrete,flat,0.34,0.79,,1,0,2002,eco,renewable,institutional,9.14,4.22,0,0,Green,B
39212,0,0,bamboo,flat,0.86,0.53,BREEAM,0,0,1986,standard,conventional,commercial,34.37,16.5,0,1,Non-Green,D
39213,1,0,glass,flat,0.68,0.45,,0,0,1991,none,renewable,industrial,62.41,28.63,1,0,Non-Green,E
39214,0,0,recycled,flat,0.88,0.63,GreenMark,0,1,1989,eco,conventional,industrial,5.11,1.5,1,1,Non-Green,A
39215,0,0,concrete,flat,0.37,0.18,GreenMark,0,0,2005,eco,conventional,institutional,14.26,6.37,0,0,Non-Green,C
39216,1,0,steel,flat,0.9,0.07,LEED,0,0,1993,standard,conventional,institutional,43.52,19.59,0,1,Non-Green,D
39217,1,1,glass,green,0.64,0.34,LEED,1,0,1979,eco,conventional,commercial,13.69,6.24,0,0,Non-Green,C
